"RegionName","City","State","Metro","CountyName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09"
"Sutton Place","New York","NY","New York","New York",31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,821.052631578947,821.052631578947,813.636363636364,852.380952380952,892.327586206897,869.728735005453,835.743080146545,825,813.141025641026,825,842.696629213483,823.030303030303,873.92984379282,877.073170731707,878.947368421053,925.833333333333,900,932,926.666666666667,915,926.774193548387,900,850,850,850.967741935484,850,887.016848364718,885.175090849026,850.967741935484,885.175090849026
"Streeterville","Chicago","IL","Chicago","Cook",32,351.113989637306,358.25,359.270833333333,359.270833333333,355.414012738854,330.666666666667,340.536070715711,338.747380239521,349.333333333333,353.152173913043,352.087440381558,350.742240215924,334.999,332.433333333333,317.515923566879,330.119047619048,317.834394904459,333.2,316.556291390728,326.785714285714,333.2,333.543733092876,349.9,336.032388663968,311.25,314.084993098008,342.714285714286,343.645833333333,341.844558949822,321.428571428571,329.94948285769,326.589130434783,331.830477908025,327.181818181818,327.181818181818,324.377680982895,328.8125,341.257504288165,347.04641350211,338.882504288165,342.251420454545,339,347.651006711409,342.675159235669,339.304379288165,340.939597315436,347.385620915033,350.191082802548,350.191082802548,345.612100456621,343,357.009199574441,338.551890587289,355.867346938775,367.459459459459,364.479166666667,341.538461538462,351.295336787565,340,331.135910721403,333.333333333333,330.751295336788,333.333333333333,341.583333333333,334.848484848485,331.818181818182,342.80612244898,341.25,339,335.102098510384,335.176470588235,341.538461538462,329.545454545455,329.545454545455,329.545454545455,339.623142250531,344.407079646018,335.961538461538,337.268069786763,336.413043478261,331.521739130435
"Metro West","Orlando","FL","Orlando","Orange",33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.7521865889213,93.0750180256434,89.3141945773525,90.1639344262295,90.6801007556675,94.6101458696182,94.8877980364656,96.5824665676077,96.063829030905,97.5786442101697,96.5824665676077,98.7891019172553,98.6819618849934,98.5748218527316,99.3220338983051,103.668261562998,105.743276958138,104.255926946989,104.843592330979,103.688730188027,103.668261562998
"Midtown","Atlanta","GA","Atlanta","Fulton",34,194.263702034595,196.319964209279,197.946962233169,202.405063291139,202.018759018759,195.026178010471,190.307934332264,196.335078534031,193.576249665865,189.746835443038,189.592131843218,187.955346650999,183.526392016137,183.264130697997,180.411119364608,167.977620377439,168.591224018476,164.809582309582,168.404243946764,171.551724137931,178.738719064118,178.658564814815,171.628993818426,165.257352941176,166.013071895425,162.973195573325,161.211567540323,169.783941618177,167.689633507853,170.189645142525,166.453265044814,162.040718158477,161.944444444444,161.007138023267,170.816044260028,168.404083769634,177.276353276353,177.62962962963,184.011627906977,191.666666666667,193.306623931624,200.954482758621,202.969006568144,199.84,198.905472636816,208.502949852507,207.987042001787,209.334978746743,208.371060466071,216.414829797849,216.99196326062,216,218.970551474162,219.240837696335,228.571428571429,232.412766101465,231.125977361899,234.643139043978,238.264793514412,237.450699126657,246.719467121563,240.579710144928,231.920710868079,233.549783549784,233.333333333333,245.377622377622,252.112014498537,259.238505747126,253.648915187377,262.253594771242,252.823529411765,252.823529411765,258.376326869478,258.132526274119,266.796875,262.135922330097,262.521891418564,259.603271859887,257.307107076302,264.23421067379,280.088495575221
"Spuyten Duyvil","New York","NY","New York","Bronx",35,255.172413793103,252.941176470588,254.808429118774,255.384615384615,265.521064301552,250,250,237.5,255.714285714286,264.010532150776,266.678660805747,258.571428571429,269.411764705882,249.857142857143,257.692307692308,264.966740576497,264.983370288248,251.461988304094,247.058823529412,240.536743744061,238.359201773836,234.117647058824,235.571428571429,244.117647058824,235.571428571429,238.666666666667,239.56926799758,234.117647058824,225.952813067151,225.805161290323,222.221111111111,226.769509981851,233.103448275862,230.330882352941,236.842105263158,235.210084033613,234.705882352941,230.018382352941,227.5,227.586206896552,227.865773809524,227.6026272578,227.6026272578,230.9375,232.549019607843,236.25,233.725490196078,231.25,233.222222222222,237.375,235.713235294118,243.070362473348,246.56862745098,246.896551724138,246.666666666667,239.553571428571,245.816696914701,234.647058823529,234.647058823529,239,242.714285714286,237.356428571429,236.558823529412,235.712857142857,235.444663865546,237.857142857143,237.857142857143,241.945378151261,241.945378151261,242.714285714286,242.714285714286,242.714285714286,229.67501815541,228.428571428571,224.794117647059,225,228.428571428571,231.666666666667,232.467532467532,232.900432900433,236.119047619048
"Wynwood - Edgewater","Miami","FL","Miami-Fort Lauderdale","Miami-Dade",36,,,,,,,,,,,,,,,,,,,,,,,,,262.886597938144,262.886597938144,273.943181572168,280.350438047559,289.623836455756,289.308176100629,307.173415967999,309.111895146987,309.75954738331,290.533188248096,309.75954738331,317.185697808535,325.170068027211,328.494623655914,338.181818181818,337.78801843318,339.416058394161,354.164942937676,361.702127659574,363.74695863747,360.082304526749,385.265700483092,389.061779071802,389.061779071802,386.666666666667,379.834254143646,385.290353736569,395.070482374538,390.428211586902,384.130982367758,380.198955420194,390.642340929013,394.26523297491,391.77354508905,412.31098575477,413.416536661466,417.180783817952,414.781297134238,419.940580575797,415.93238966896,380.076880771787,375.906711346172,382.947976878613,382.395382395382,393.69407514043,394.190871369295,410.872313527181,410.872313527181,419.332770054569,428.571428571429,424.911267402722,418.556227009984,417.344257439723,414.129110840438,413.158978257083,407.358738501971,409.280672850053
"Dupont Circle","Washington","DC","Washington","District of Columbia",37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626.163596854305,609.668571035242,615.995260663507,643.198529411765,560.277110182751,632.322784416231,581.25,581.856732776618,639.674588665448,617.308778178343,593.502377179081,647.338129496403,656.25,633.371252453247,629.301306389207,635.571645384729,631.368421052632,599.588476471637,555.555555555556
"North Shore","Miami Beach","FL","Miami-Fort Lauderdale","Miami-Dade",38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.998357963875,363.757396449704,329.787234042553,316.292195980667,350.566026552869,372.736954206603,356.25,360.873789335815,326.682238985085,320.457120668143,302.197802197802,307.017543859649,326.791888107892,322.137020620077,351.748153806977,347.199574618929,376.237623762376,362.341772151899,382.978723404255,384.615384615385,384.881949733435,362.341772151899,385.148514851485,385.148514851485,398.4,384.615384615385,386.119257086999
"Riverdale","New York","NY","New York","Bronx",39,,,,,,,,,,,,246.597222222222,236.052631578947,227.857142857143,214.606617647059,214.556962025316,208.071895424837,214.285714285714,208.356617647059,212.436974789916,214.421338155515,198.571428571429,209.920634920635,238,212.941176470588,220,220.555555555556,236.25,220,223.75,222.352941176471,216.326530612245,218.163265306122,221.176470588235,228.27731092437,229.411764705882,211.25,208.75,213.877777777778,224.375,213.877777777778,212.233006535948,210,212.233006535948,209.630952380952,207.25,206.666666666667,207.833333333333,210,194,194,194.444444444444,193.650793650794,192.857142857143,203.75,199.888888888889,206.066176470588,205.882352941176,206.25,209.444444444444,208.333333333333,212,212.25,210,209.0625,212.375,211,208.388157894737,211.823529411765,206.458333333333,211.11,206.666666666667,208.68,205.555555555556,205.660130718954,205.764705882353,216.555555555556,222.560975609756,230.666666666667,241.052631578947,244.05572755418
"Downtown","Atlanta","GA","Atlanta","Fulton",40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.933453490608,162.393162393162,154.623154623155,152.777777777778,157.169607480166,156.241032998565,159.888517973467,159.888517973467,162.135045445629,157.677021266512,173.223570190641,161.049723756906,173.690932311622,172.884615384615,183.040047845789,197.420634920635,183.246073298429,183.246073298429,181.159420289855,181.159420289855,177.507381014204,170.196215993497,171.171171171171,172.078720787208,178.919316430873,185.459940652819,179.491525423729,191.252333516758
"North Riverdale","New York","NY","New York","Bronx",41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.698412698413,217.698412698413,222.444444444444,215.142857142857,215.878787878788,217.333333333333,206.666666666667,206.666666666667,204.761904761905,204.027777777778,199.933333333333,200.625,201.25,197.904761904762,194.061868686869,193.676349206349,185.52380952381,185.027777777778,184.285714285714,183.705357142857,183.125,181.770833333333,184.285714285714,184.722222222222,186.206896551724,197.547619047619,196.428571428571,198.666666666667,200,186.85275862069,187.5,185.333333333333,193.266666666667,193.266666666667,192.72997032641,192.916709301136,198.823529411765,193.725490196078,196.532507739938,193.508771929825,200,199.411764705882,199.348739495798,199.705882352941,193.333333333333,198.666666666667,196.285714285714,200,200,200,209.030303030303,212
"Downtown","Miami","FL","Miami-Fort Lauderdale","Miami-Dade",42,259.857894805585,269.662921348315,257.034254143646,260.047281323877,265.323803335499,252.212389380531,270.062376482213,271.175780094647,271.304589014664,277.777777777778,278.267045454545,277.303549100702,277.580071174377,298.909943054402,282.258064516129,260.267403105937,274.687854710556,289.55223880597,290.322580645161,293.867571557759,299.557956777996,303.658536585366,306.146572104019,343.195266272189,326.966065747614,324.232081911263,323.863636363636,331.958860759494,358.166189111748,353.427895981087,350.7751611053,347.985713563332,375.147928994083,358.166189111748,360.810700395464,379.579842931937,391.261963842609,390.818858560794,384.615384615385,378.639053254438,391.666666666667,403.225806451613,411.286919831224,404.097366395297,406.786175288982,407.212895661065,390.818858560794,401.891252955083,411.789772727273,413.813199285231,411.789772727273,402.1113243762,414.708640474697,412.159661777348,413.823039115359,413.823039115359,413.593380614657,408.455803062513,418.250950570342,421.73785897743,424.050632911392,420.5,426.095643346221,420.118343195266,417.192118939734,412.162162162162,406.758448060075,408.869367992207,413.71158392435,416.340755024333,417.910447761194,420.529566086661,417.771883289125,415.632754342432,420.719797424272,412.416607874445,410.154947916667,401.964648216672,398.936170212766,398.648648648649,395.982193210016
"Ballston-Virginia Square","Arlington","VA","Washington","Arlington",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532.0813771518,528.953229398664,533.422459893048,533.422459893048,512.162162162162,538.272606382979,541.836620744781,535.048638259482,533.729468073534,524.587706146927,514.188748826063,526.7605226642,537.616191904048,540,540.678338547081,537.617554858934,534.900575918823,531.350961739898,532.699635479951
"Downtown","Long Beach","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.967479674797,386.804093779488,348.313692480359,343.232323232323,339.47259018759,334.523095238095,354.761904761905,378.7875,375.494071146245,380.999589416058,379.352874989181,391.698689926736,451.453904089999,465.555555555556,408.78785848298,440.238980519274,460.645424836601,471.311475409836,471.311475409836
"Hunters Point","New York","NY","New York","Queens",45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1059.11330049261,1075.18796992481,1083.72062044876,1059.11330049261,1045.11278195489,1055.48037889039,1082.54397834912,1082.54397834912,1082.54397834912,1085.51487882197,1086.61417322835,1090.90909090909,1091.54929577465
"North-East Coconut Grove","Miami","FL","Miami-Fort Lauderdale","Miami-Dade",46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.226935312831,300.734679777628,311.699402220324,317.073170731707,350,382.258064516129,340.410428497677,378.139986874653,345.333333333333,338.941681853684,336.463223787167,356.697819314642,355.500808391498,359.760594386351,351.884119085772,366.482504604052,337.836336336336,337.836336336336,346.809608016505,373.188405797101,325.552325581395,359.780907668232,359.780907668232,392.405063291139,405.063291139241,400.76073907824,396.419437340153,430.769230769231,422.535973168885,417.721518987342,416.455696202532,404.615384615385,404.339250493097,403.782528472355,402.694610778443
"Red Hook","New York","NY","New York","Kings",47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,975,975,975,975,975,975,975,975,975,975,975,975,975
"Kings Point","Delray Beach","FL","Miami-Fort Lauderdale","Palm Beach",48,34.366391184573,34.297520661157,33.7465564738292,32.9201101928375,29.6052631578947,29.2479108635097,29.6052631578947,30.9917355371901,30.9917355371901,31.2786960514233,28.8382411460406,26.1707988980716,26.1842105263158,26.1707988980716,25.2410468319559,23.6828947368421,23.6842105263158,24.103305785124,25.4820936639118,24.7933884297521,26.1707988980716,26.3026315789474,26.1707988980716,26.8595041322314,30.2618421052632,28.9256198347107,30.3030303030303,30.9409888357257,32.7631578947368,32.9411764705882,32.9306433317128,32.0247933884297,32.9201101928375,34.297520661157,34.435261707989,34.6796657381616,34.435261707989,34.8189415041783,34.435261707989,34.435261707989,37.534435261708,38.4297520661157,38.1542699724518,39.5152941176471,42.3367043642163,41.3779310344828,42.6997245179063,44.6052631578947,42.0388277761945,41.1845730027548,41.1845730027548,41.9736842105263,45.3168044077135,50.9641873278237,49.0697042192258,45.9677419354839,52.2038567493113,52.8236914600551,52.3519283746556,54.9586776859504,57.8443526170799,59.0849282296651,59.0849282296651,60.5371900826446,63.1578947368421,65.1315789473684,67.3553719008264,65.8867986080905,68.732782369146,68.870523415978,72.2368421052632,72.2368421052632,72.8650137741047,72.2222222222222,71.3815789473684,71.6253443526171,72.0394736842105,75.7575757575758,75.7575757575758,77.6315789473684,79.7520661157025
"Old Fourth Ward","Atlanta","GA","Atlanta","Fulton",49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.535714285714,171.135029354207,171.135029354207,168.617354196302,154.77112521841,142.678571428571,142.977570936659,148.453379674017,159.637912673056,165,162.303452747609,166.672509225092,165.847665847666,169.036281680182,169.560878243513,165.932203389831,167.182671826718,174.028268551237,168.511685116851
"Palm Aire","Pompano Beach","FL","Miami-Fort Lauderdale","Broward",50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.1458333333333,89.4444444444444,94.6006944444444,95.4512352507375,95.4954830383481,93.75,93.6458333333333,98.8541666666667,98.9583333333333,98.6458333333333,91.40625,100.663716814159,99.7872340425532,100.840707964602,103.125,104.0625,102.083333333333,100.465277777778,104.479166666667,102.615131578947,101.5625,98.6458333333333,102.03125,100.989583333333,103.020833333333,105.9375,103.125,115.052083333333,117.522123893805,118.761061946903,112.118469495091,114.371312684366,124.895833333333,119.791666666667,117.604166666667
"Oceanfront","Miami Beach","FL","Miami-Fort Lauderdale","Miami-Dade",51,355.555555555556,349.750110789604,338.412684557063,334.170430632963,311.942959001783,307.291666666667,302.184466019417,295.454545454545,301.9186792907,295.522971652004,295.258701038896,291.666666666667,295.454545454545,291.666666666667,274.459411556186,270.297619047619,280.898876404494,278.150641125636,277.777777777778,280.898876404494,291.666666666667,301.234567901235,297.833935018051,291.666666666667,290.123456790123,273.255813953488,284.294545145714,285.714285714286,284.942084942085,304.124893427239,305.454994240579,305.973845849019,313.625731445599,311.775846702317,320.328541341024,335.634547591069,342.105263157895,349.462365591398,342.105263157895,347.5,344.086021505376,348.803070175439,357.823473282443,355.721241631162,357.823473282443,361.904761904762,357.823473282443,364.166666666667,362.595419847328,386.666666666667,386.666666666667,396.919431279621,403.225806451613,403.225806451613,393.446177478436,401.508785332315,409.254946427844,409.254946427844,408.631198083881,410.998001142204,421.633554083885,421.813017643446,407.65306122449,403.887878497814,408.602150537634,403.307818480044,394.417475728155,390.702274975272,392.857142857143,404.21365914787,456.989247311828,445.121951219512,454.986427249096,461.2536900369,473.468104222821,463.55459057072,464.894156879803,471.088909002298,469.80627585511,459.183673469388,459.183673469388
"Downtown","New York","NY","New York","Kings",52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1120.57667103539,1100.26041666667,1110.35454892966,1100.26041666667,1100.91743119266,1110.35454892966,1118.42105263158,1100.58892392966,1091.86540570175,1100.16420361248,1087.23958333333,1081.25819134993,1080.93126385809,1081.09472760401,1081.25819134993,1080.93126385809
"Belltown","Seattle","WA","Seattle","King",53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412.450447031039,394.736842105263,392.496018104113,441.102941176471,426.119916424384,423.43335752298,423.064102564103,427.101200686106,432.683853459973,452.760736196319,462.91278404048,440.334128878282,454.896483733158,471.046180998137,480.630165289256,476.652298850575,474.137931034483,486.787204450626,480.56978150655,470.967741935484,456.537998681538,457.255520504732,451.378365089949,444.126074498567,459.494791407576,491.419656786271,509.150326797386,500.783699059561,509.228175485401,544.21768707483,538.121909736763,567.423291786135,578.975014886012,572.139303482587,548.926014319809,592.278719397363,596.611887021686,609.570041608877,625.922577448436,588.477366255144,573.770491803279,575.651219412258,566.069524859847,554.381084840056,549.05364286242
"Beechmont","Louisville","KY","Louisville/Jefferson County","Jefferson",54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.1754181778812,88.3514350694877,88.0524861878453,88.0524861878453,87.2023809523809,83.2142857142857,84.0162661643417,83.2142857142857,82.5688352826511,84.8182466143977,84.8182466143977,85.8282208588957,84.0162661643417,83.3317423548179,88.3924836145586,84.1428571428571,84.1428571428571,85.5496894409938
"Downtown","Saint Paul","MN","Minneapolis-St Paul","Ramsey",55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.77619047619,180.588235294118,182.133304392834,192.179487179487,180.892768574546,185.933710590137,205.281549520767,212.535689768699,226.966292134831,223.578751164958,222.47191011236,206.428840696566
"North Buckhead","Atlanta","GA","Atlanta","Fulton",56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.121258633922,245.183776932826,247.38219895288,245.253718285214,240.572648326367,226.986128625473,240.507436570429,231.481481481481,240.384615384615,241.796804457559,245.77553593947,243.086172344689,232.054260871868,229.937514912909,227.034120734908,237.375,239.711934156379,242.798353909465,245.884773662551,244.204545454545,250.945775535939,240.000613563301,239.770412886502,233.122338455842,233.692841589548,233.692841589548,232.904869273798,235.813366960908,238.773558758315,246.477272727273,247.942386831276,256.172839506173,256.127392864482,256.081946222791,242.624527112232,265.217391304348
"Isle of Normandy","Miami Beach","FL","Miami-Fort Lauderdale","Miami-Dade",57,128.865979381443,125,114.130434782609,120,114.404666932589,108.694565217391,103.748910200523,117.671232876712,116.463821566561,116.833174435914,120.053771184406,113.698630136986,108.935461956522,118.845500848896,115.225296146349,109.78021978022,123.318518518519,131.004366812227,131.399317406143,121.428571428571,134.886910964244,128.972705859498,134.12017167382,128.700128700129,139.705882352941,139.705882352941,144.654347143754,146.595744680851,143.510638297872,146.936486201812,170.689655172414,169.97458739165,172.624237140366,160.194174757282,168.486388660107,168.369565217391,171.892697466468,168.492861778066,169.56530404358,171.967213114754,184.184782608696,183.695652173913,180.995475113122,179.347826086957,177.392510402219,181.25,190.217391304348,190.41095890411,195.97423510467,195.97423510467,195.246179966044,196.296296296296,202.464788732394,213.930348258706,214.393358386379,209.158415841584,227.922077922078,216.417910447761,234.452380952381,222.413793103448,227.173913043478,226.095728451564,204.48311076198,195.674475722653,199.375,198.009950248756,198.717948717949,199.302093718843,215.105070368228,217.75449809184,220.713073005093,244.233828207847,258.915455746367,264.852822654504,257.978641395401,258.064516129032,256.25,248.732429733602,250,249.834874504624,257.987335161248
"South Central Beach","Hollywood","FL","Miami-Fort Lauderdale","Broward",58,185.183333333333,181.091051805338,183.908045977011,183.908045977011,184.9,182.992465016146,182.053803339518,182.857142857143,188.457142857143,189.320388349515,199.656750572082,198.44385026738,197.833424060969,198.943944444444,195.531521538177,194.166666666667,200.228832951945,198.917137271215,198.705882352941,202.281759699245,199,198.999,199.510403916769,195.876288659794,195,191.76072234763,192.183741408935,194.166666666667,194.166666666667,213.318284424379,237.010309278351,230.883227597145,245.073891625616,228.505069708492,252.417135355959,254.197391522448,260.662525879917,263.089526718571,253.16329113924,255.818347140837,260.249067083225,271.333333333333,278.247422680412,289.594752975117,304.643261608154,303.089244851259,304.072164948454,308.924485125858,312.173913043478,313.118279569892,314.451612903226,316.189655172414,320.197044334975,319.377147766323,322.834645669291,322.429906542056,327.859569648924,327.283022753011,331.123583808317,333.89634601044,333.743842364532,328.035163529182,327.293318233296,326.923076923077,329.702154626109,326.923076923077,342.574215017627,348.859060402685,339.811379440581,345.336347197107,353.333333333333,353.533251733986,366.555555555556,350.206611570248,354.957160342717,360.411899313501,362.134688691233,360.823711340206,358.131468406471,355.140186915888,350.514432989691
"Beach","Pompano Beach","FL","Miami-Fort Lauderdale","Broward",59,196.773360215054,184.643840956341,193.548387096774,218.75,206.25,201.69819579288,214.646464646465,197.97213963964,214.646464646465,206.25,194.74716652136,179.662921348315,178.571428571429,186.245016310257,191.788181120491,198.276878097061,198.196948682386,196.320696563415,182.522624434389,180.56043956044,183.308006707189,184.876291363709,177.503226731679,188.788647423259,189.566395663957,193.789215686275,191.5,190.13202247191,178.777393310265,183.770719127043,183.166666666667,179.775280898876,189.48275862069,204.69596554452,230.263157894737,217.105263157895,215.277777777778,214.601769911504,218.625,220.268810679612,209.397403108401,210.439666143783,221.511866235167,210.702341137124,221.238938053097,224.157303370787,228.07080425077,229.766319593021,219.298245614035,227.395489746164,221.165976739602,220.332883490778,219.298245614035,218.971156705323,219.9,243.158530933323,247.447755146566,224.875,221.850613154961,220.875306577481,227.497301410345,232.943469785575,228.539576365663,219.353548387097,218.785112359551,216.110599078341,213.846153846154,217.935483870968,212.5,218.75,224.997820401046,232.873851294904,244.431152758394,243.766937669377,252.808988764045,248.092926490985,250,247.47191011236,243.766937669377,255.555555555556,250
"South Pointe","Miami Beach","FL","Miami-Fort Lauderdale","Miami-Dade",60,509.89818021754,500.650195058518,481.048104956268,481.048104956268,477.428180574555,471.830985915493,466.101694915254,475.609756097561,474.291364535267,477.428180574555,498.709590517241,480.930988240149,471.830985915493,492.957746478873,485.365853658537,466.216216216216,465.014577259475,480.62015503876,486.463414634146,489.296636085627,508.746355685131,532.27189009487,524.20870539139,508.373914187944,503.81679389313,503.81679389313,560.546765020553,615.658049353701,621.621621621622,546.932465152804,508.746355685131,547.784382284382,611.045828437133,615.384615384615,641.284403669725,614.12993573612,629.370629370629,602.154159406783,617.909347098949,613.695090439276,610.439457565464,544.794188861986,594.057497096539,582.944606413994,591.109107081089,612.5,587.046004842615,604.116222760291,674.887223684633,649.247871724936,628.02350710514,669.323114790781,699.414305346509,696.125907990315,681.693989071038,658.595641646489,658.595641646489,625.36443148688,653.725301739275,654.501072855765,684.883691783225,695.732838589981,657.142857142857,640.183486238532,626.822157434402,627.476882430647,681.693989071038,684.669838358363,681.213967012583,681.061061813807,707.439888647301,695.945945945946,696.509863429438,711.382113821138,706.997084548105,725.740646126278,725.181598062954,700.763358778626,701.733030740664,696.864111498258,699.530516431925
"Central Business District","Orlando","FL","Orlando","Orange",61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.816382520086,222.242990654206,224.731182795699,220.380088960909,240.821917808219,238.829151732378,243.896560303539,248.643243243243,248.643243243243,259.9,257.530485342809,255.675029868578,247.965770051688,238.805970149254,237.375088078919,245.984455958549,244.94344749147,242.982965543941
"Lower Grand Lagoon","Panama City","FL","Panama City","Bay",62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.174226626619,206.070287539936,201.277955271566,206.070287539936,199.543899657925,210.573476702509,215.226657858311,215.174405436014,215.174971687429,211.324570273003,208.321882121223,215.062287655719,214.043035107588,212.374020156775,212.206047032475,205.379833837364,200.892857142857,200.892857142857,204.802938846858,208.286674132139,208.634355030141,208.982035928144,208.245011574296,208.333333333333,207.856160792886,207.507987220447,200.569676459293,204.064969724605,207.047406783876,199.498674461287,220.83805209513,217.477849576977,227.916194790487,230.690826727067,228.438109506732,228.438109506732
"City Center","Miami Beach","FL","Miami-Fort Lauderdale","Miami-Dade",63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,607.710605708981,612.903225806452,663.669064748201,654.751199040767,583.912815770943,591.389064951528,568.328404049596,585.644371941272,543.232610078242,522.006525285481,522.006525285481,522.006525285481,519.969278033794,519.969278033794,520.73732718894,536.866359447005,536.744966442953,539.20220082531,537.973583634131,512.167123498563,519.796373003761,519.796373003761,511.191023366396,513.866231647635,494.071146245059,499.231950844854,499.231950844854
"Hillcrest","Hollywood","FL","Miami-Fort Lauderdale","Broward",64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.4136695171026,99.3874007936508,97.0982142857143,94.9586407332886,94.6552579365079,96.2855256539235,89.7844790315607,91.2824603873239,94.2091112012987,97.65625,97.7777777777778,97.5901875901876,97.9331544824502,99.4444444444444,99.4707131678963,98.0885311871227,99.4707131678963,99.748490945674,101.186022384306,101.948051948052,102.03722334004
"The Strip","Las Vegas","NV","Las Vegas","Clark",65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460.384368308351,497.005988023952,499.778773912063,502.899353221204,508.023944137016,501.87265917603,511.296076099881,500,504.270642899383,492.678529062871,519.550045913682,493.055962467645,485.116608359548,520.042328042328,515.947467166979,520.561685055166,520.042328042328,534.539473684211,504.21787493588,514.52784503632,513.244353182752,515.761503367662,513.222552392868,509.090909090909,504.6904315197,512.056959200071,515.276928698414,516.014234875445,513.126491646778,504.6904315197,491.206509954662,480.072463768116,460.897435897436,475.138121546961,497.643878847767,497.643878847767,504.6904315197,500.48813405218,498.102016607355,496.006128702758
"Galt Mile","Fort Lauderdale","FL","Miami-Fort Lauderdale","Broward",66,212.825278810409,212.473245465811,222.352941176471,227.016023115314,232.543520309478,224.280268755135,212.825278810409,210.919117647059,222.366688508222,213.550600343053,219.3125,223.809523809524,226.515151515152,215.909090909091,211.25,213.754646840149,219.1894127378,211.25,212.728063241107,210.422105263158,212.728063241107,222.798235294118,216.472029788974,224.375,229.357798165138,229.779411764706,230.889705882353,223.411764705882,220,212.375,220,222.352941176471,243.658536585366,248.206896551724,233.793103448276,233.942006269592,246.779218266254,241.405791430248,252.173913043478,246.315789473684,256.916996047431,258.235294117647,272.444852941176,274.466354254423,274.066185762426,265.052738336714,273.757371524853,273.79949452401,268.697977214601,275,287.121212121212,276.674364896074,272.286123219049,264.349192762375,260.9726017362,271.940667490729,274.28677399772,282.347092245989,275.821167883212,279.357782224094,276.600790513834,275.889328063241,261.162594776748,259.043570549788,277.240915703014,269.165964616681,249.01625,250.697767481045,249.5,256.470588235294,248.199131513648,257.882134266346,261.379310344828,261.379310344828,251.578947368421,249.875,265.151515151515,259.375,267.074799124907,290.186560150376,276.766824294774
